timestamp,ping,download,upload
1615925367032.395,40.44,20.16,3.26
1615925484143.118,40.54,22.78,2.9
1615925604449.09,46.04,22.45,3.2
1615925724693.282,44.98,20.73,2.54
1615925843513.627,37.91,23.01,3.05
1615925965170.027,44.61,23.08,2.62
1615926084085.147,47.67,23.76,2.77
1615926203660.504,41.6,27.21,4.85
1615926329443.355,103.6,6.76,2.63
1615926443703.229,46.02,27.5,8.16
1615926563775.329,42.12,25.1,7.53
1615926696189.1,41.41,10.02,3.8
1615926803475.845,33.81,24.87,6.17
1615926923844.798,39.92,25.92,4.48
1615927043986.078,37.99,24.02,3.24
1615927164293.166,43.39,26.24,3.94
1615927283756.33,41.57,17.43,3.57
1615927404398.944,38.99,22.66,4.27
1615927523713.723,43.34,24.5,4.74
1615927643729.564,42.91,22.38,4.85
1615927763663.228,45.36,23.8,4.71
1615927883596.394,46.34,19.63,7.96
1615928009157.279,38.58,22.55,4.26
1615928123580.632,43.19,19.79,5.88
1615928243517.364,45.64,24.85,3.7
1615928365420.908,36.57,22.45,2.45
1615928483629.606,36.8,23.08,7.0
1615928603691.092,35.97,25.21,6.41
1615928727494.314,47.39,19.97,2.59
1615928843726.453,37.1,19.72,4.01
1615928963768.18,39.51,25.46,5.53
1615929083607.419,38.27,23.8,4.63
1615929213559.94,43.52,21.23,2.9
1615929331200.362,37.65,22.58,5.2
1615929443493.649,38.23,24.77,8.79
1615929563675.032,38.13,25.13,9.13
1615929683589.165,40.66,24.88,8.4
1615929803934.555,38.78,29.45,6.41
1615929925425.766,36.93,26.02,6.55
1615930043912.418,41.48,23.94,8.05
1615930164793.927,40.1,25.54,4.5
1615930284157.263,46.16,20.41,2.82
1615930407182.269,44.51,13.49,2.9
1615930532288.586,40.93,22.84,5.69
1615930644250.928,41.52,25.2,6.7
1615930763628.092,37.74,24.42,6.99
1615930883768.11,42.86,24.83,6.17
1615931004047.168,46.19,26.54,6.85
1615931123930.54,38.0,24.54,6.38
1615931244249.322,35.27,24.75,6.49
1615931364002.486,41.04,20.73,8.36
1615931483732.315,46.01,24.86,7.24
1615931603729.976,41.71,25.96,7.92
1615931724289.697,34.34,23.71,7.77
1615931846570.463,37.42,25.46,6.75
1615931972706.946,35.55,25.43,3.9
1615932085176.86,41.96,21.57,5.58
1615932203825.194,42.33,26.68,5.49
1615932330865.771,37.62,14.47,8.0
1615932443681.09,42.7,22.73,8.0
1615932564487.464,39.63,25.78,7.31
1615932684543.194,40.43,22.2,4.13
1615932811115.35,35.79,22.59,7.46
1615932923891.021,37.5,21.38,8.17
1615933044452.85,36.03,21.98,7.42
1615933164328.755,38.15,25.26,6.98
1615933283757.516,41.85,22.92,8.14
1615933403991.245,39.89,22.88,7.83
1615933523682.284,38.07,27.26,7.47
1615933643749.733,36.25,23.05,7.07
1615933764038.783,40.02,23.07,8.2
1615933883865.684,37.92,25.25,5.73
1615934007924.267,36.43,20.66,7.64
1615934124309.114,37.01,21.49,7.48
1615934243681.705,36.97,25.78,8.64
1615934364025.127,37.52,21.05,7.55
1615934484638.442,38.06,20.95,7.22
1615934604110.607,39.59,25.57,8.31
1615934723556.365,37.36,26.72,8.08
1615934843795.646,38.43,26.73,8.46
1615934969585.793,42.25,15.69,2.48
1615935083849.712,34.97,24.82,2.89
1615935204189.812,32.82,19.54,8.03
1615935323922.203,36.51,26.77,8.48
1615935444263.771,37.83,26.59,6.76
1615935563893.695,33.8,26.89,8.44
1615935684483.913,37.86,23.79,7.99
1615935803550.106,35.68,25.24,8.53
1615935923594.914,36.29,19.71,6.96
1615936043882.417,36.31,25.24,8.7
1615936163547.26,36.72,26.67,7.99
1615936283628.579,38.73,26.43,8.35
1615936403604.828,40.18,24.53,8.27
1615936523758.871,40.32,22.75,8.42
1615936644419.37,33.5,18.27,8.02
1615936764645.926,37.95,18.65,7.95
1615936883757.16,36.77,23.88,8.46
1615937003923.732,34.43,24.01,8.27
1615937124024.621,39.7,27.65,7.92
1615937247986.655,43.55,28.09,2.7
1615937364083.705,37.46,25.27,8.29
1615937483567.106,36.18,25.52,8.15
1615937613437.709,43.83,21.41,4.8
1615937738183.482,36.79,16.97,6.73
1615937844108.495,36.63,26.08,8.2
1615937963613.222,33.64,27.27,8.81
1615938083868.937,38.08,25.68,7.95
1615938204400.984,32.48,23.46,7.9
1615938324186.765,39.04,25.41,6.78
1615938444057.327,37.53,21.43,8.6
1615938565041.851,32.83,20.44,7.54
1615938684069.838,40.85,24.86,8.86
1615938804043.292,34.48,22.19,8.08
1615938923598.47,34.86,25.0,8.49
1615939045321.125,34.93,21.32,7.19
1615939164721.527,34.42,24.35,8.19
1615939285708.569,37.07,26.21,7.0
1615939403713.391,36.17,25.7,9.25
1615939523829.633,33.88,26.99,8.28
1615939643765.539,37.45,25.9,8.74
1615939765605.316,36.6,26.4,6.74
1615939884334.432,35.87,22.94,5.84
1615940005522.773,33.64,27.96,6.88
1615940126965.217,33.48,25.81,6.42
1615940243240.049,35.54,26.35,8.75
1615940363202.421,33.97,25.08,8.48
1615940482866.663,36.5,24.83,8.78
1615940603274.395,34.62,24.23,7.46
1615940723516.467,33.32,21.92,8.08
1615940843050.851,33.25,24.25,6.28
1615940964644.986,37.87,25.48,7.4
1615941083064.863,34.85,23.38,8.86
1615941203425.542,37.8,25.42,7.91
1615941323102.685,36.8,27.97,8.4
1615941442843.303,36.66,27.35,9.33
1615941567568.478,40.64,10.0,4.96
1615941685956.835,32.53,16.64,8.68
1615941831726.893,32.12,23.92,8.81
1615941923079.337,38.74,27.64,8.88
1615942043583.222,34.67,28.26,7.7
1615942164335.346,36.73,26.97,7.05
1615942282830.591,35.72,28.28,8.43
1615942403095.83,40.61,25.03,8.48
1615942524056.411,32.89,22.2,7.93
1615942667216.753,35.93,21.28,6.28
1615942763446.669,36.88,25.45,7.68
1615942883033.984,35.31,26.77,8.55
1615943002956.743,34.96,26.76,8.26
1615943152841.179,33.64,29.09,9.33
1615943244394.757,37.54,17.69,8.88
1615943363201.767,31.04,22.79,7.64
1615943483183.516,44.85,27.01,8.2
1615943607682.964,35.72,23.96,5.39
1615943723002.239,33.67,26.0,8.57
1615943842963.106,37.49,25.76,7.72
1615943968669.826,34.65,29.35,5.48
1615944083521.88,33.85,26.22,8.4
1615944203389.963,34.93,24.63,7.85
1615944323057.404,35.39,26.48,8.38
1615944442882.933,35.66,25.53,8.68
1615944563180.119,40.33,24.47,3.3
1615944683409.405,41.05,26.38,8.59
1615944803067.393,32.33,26.38,8.11
1615944927210.795,34.6,23.57,5.76
1615945043173.896,35.85,21.26,8.29
1615945162838.726,35.46,26.53,8.41
1615945284262.869,45.52,20.28,4.14
1615945404104.512,35.52,25.23,7.9
1615945523346.582,34.98,27.08,8.24
1615945644410.442,35.2,26.24,7.49
1615945768013.488,40.28,26.62,5.99
1615945883305.002,40.57,25.62,8.54
1615946003164.275,36.42,27.14,8.73
1615946123542.784,34.99,24.6,7.88
1615946243099.251,35.64,26.92,8.23
1615946365821.683,39.4,17.85,3.3
1615946500328.507,41.37,20.78,9.54
1615946603663.448,33.46,26.33,8.75
1615946724175.423,36.23,26.37,7.74
1615946843987.391,35.86,24.43,7.98
1615946963558.375,34.49,25.3,8.5
1615947084906.247,33.64,27.54,7.31
1615947203085.592,38.12,26.6,9.06
1615947329734.446,43.51,15.59,3.72
1615947447218.373,44.61,24.01,8.78
1615947571049.794,42.94,18.03,2.97
1615947693196.745,34.24,20.03,9.11
1615947803007.973,38.38,23.39,7.9
1615947923687.539,31.47,27.08,8.21
1615948043988.909,41.18,24.04,3.19
1615948180248.279,36.9,18.72,8.88
1615948283042.067,32.96,28.29,7.87
1615948404497.505,39.24,25.55,2.72
1615948540488.735,41.2,19.27,9.5
1615948646128.948,34.41,21.85,8.25
1615948763007.993,34.92,24.01,7.49
1615948886196.11,36.13,16.73,9.65
1615949005103.682,40.94,21.97,3.62
1615949123543.375,36.7,22.64,8.2
1615949243246.109,33.4,22.73,8.79
1615949363397.923,35.07,23.15,7.7
1615949493313.469,41.55,15.21,6.26
1615949603423.677,35.66,21.1,8.03
1615949728264.371,41.35,19.52,2.5
1615949843148.357,33.73,26.88,8.26
1615949963603.005,36.12,28.94,6.1
1615950084250.681,42.2,21.7,7.97
1615950203757.084,43.31,28.55,8.35
1615950325024.02,33.4,24.63,7.54
1615950444815.176,37.43,24.75,7.38
1615950563709.363,43.14,27.42,9.04
1615950693945.065,40.12,15.44,3.31
1615950803192.613,36.77,27.35,9.46
1615950923705.906,40.71,20.46,8.49
1615951043587.242,38.42,29.57,8.98
1615951163466.925,35.99,25.66,8.33
1615951283487.464,36.61,21.07,8.39
1615951420541.974,41.89,12.92,4.92
1615951534263.543,38.98,21.03,8.36
1615951644274.267,39.86,25.3,8.63
1615951772229.805,41.66,19.42,4.78
1615951883553.682,37.94,22.72,8.61
1615952004804.948,35.96,27.84,6.75
1615952124480.142,37.47,23.41,7.71
1615952244189.355,42.8,22.81,2.47
1615952363576.23,42.33,23.46,8.33
1615952484705.459,36.85,23.31,6.85
1615952603898.942,35.02,24.3,5.47
1615952723441.074,40.26,27.46,9.06
1615952844007.221,38.19,28.16,7.7
1615952965787.769,36.69,25.06,6.39
1615953088525.054,33.97,14.04,8.47
1615953203638.846,41.71,26.66,7.99
1615953328569.112,33.37,28.04,5.62
1615953444954.58,41.5,29.72,7.32
1615953563802.243,33.87,26.37,8.88
1615953684637.832,34.92,22.67,8.12
1615953804347.077,35.62,26.94,8.12
1615953923574.561,40.76,28.15,9.0
1615954043637.617,35.49,24.01,8.31
1615954164898.766,35.25,23.48,7.14
1615954285480.714,34.06,22.49,8.24
1615954403760.555,39.81,23.82,8.47
1615954523668.588,40.18,26.1,8.69
1615954643910.226,34.97,23.82,7.66
1615954763740.851,47.76,28.68,8.27
1615954883596.83,32.19,21.42,8.43
1615955003264.829,36.99,22.41,8.27
1615955123584.205,33.93,24.9,8.69
1615955243662.15,33.6,27.86,8.42
1615955363807.99,48.18,21.78,7.69
1615955485912.373,37.35,22.7,8.79
1615955603359.674,35.69,27.43,9.1
1615955723683.898,33.9,17.83,8.68
1615955845527.812,33.27,23.95,9.28
1615955963744.562,49.79,26.2,8.45
1615956083898.513,50.0,20.46,7.96
1615956204030.496,35.91,27.99,7.31
1615956324069.687,48.59,21.29,8.81
1615956444672.244,46.4,20.03,8.35
1615956563837.48,49.23,22.43,8.71
1615956683456.218,36.51,24.9,8.75
1615956803307.478,34.53,20.08,8.57
1615956923652.131,33.04,28.28,8.34
1615957043536.756,34.42,20.94,8.04
1615957163788.366,36.34,20.81,8.5
1615957283570.89,36.56,25.92,7.93
1615957407766.541,34.62,28.25,5.78
1615957524060.855,46.76,26.8,8.33
1615957643947.932,50.27,27.46,8.19
1615957764033.638,50.92,26.86,7.92
1615957885306.834,35.89,27.51,7.24
1615958003616.543,35.61,24.21,8.35
1615958124505.682,50.56,23.68,7.63
1615958243428.079,33.5,26.3,8.96
1615958364022.902,54.91,23.84,8.22
1615958483899.553,44.81,26.5,8.13
1615958604699.228,50.23,24.77,6.84
1615958723569.034,32.05,24.27,8.2
1615958846168.295,31.34,21.84,8.12
1615958963907.86,34.75,26.31,8.75
1615959085362.182,33.24,14.28,7.43
1615959207215.017,33.72,24.79,5.17
1615959324220.929,50.14,25.62,7.62
1615959445299.8,33.18,23.73,6.18
1615959565747.517,32.84,27.25,6.75
1615959684674.434,49.66,25.49,8.12
1615959803689.764,35.22,27.34,8.19
1615959924237.058,33.8,23.7,7.88
1615960044977.205,47.93,19.79,8.48
1615960165164.333,47.66,21.23,7.97
1615960284959.854,35.69,27.47,7.59
1615960403938.281,45.83,22.74,8.55
1615960523964.363,46.37,27.42,8.58
1615960643563.326,36.04,24.9,8.86
1615960764664.55,36.33,20.33,8.57
1615960884797.033,35.21,24.59,7.83
1615961003941.895,47.44,23.76,8.53
1615961127844.041,35.51,18.52,8.24
1615961243729.998,38.73,23.47,8.69
1615961365245.805,36.58,27.53,7.41
1615961483644.999,34.63,23.0,8.98
1615961603938.256,37.19,22.92,8.77
1615961723861.188,50.2,24.98,8.34
1615961845650.838,39.27,24.18,6.91
1615961963809.452,49.7,27.24,8.44
1615962084087.537,51.16,26.05,8.92
1615962203587.068,34.38,26.81,7.12
1615962324745.629,42.76,26.95,8.55
1615962445557.721,36.78,18.76,7.97
1615962565466.002,33.73,26.3,6.44
1615962685389.527,34.27,20.78,8.12
1615962804492.422,35.21,21.94,7.19
1615962923851.834,35.51,27.07,8.01
1615963043945.957,36.11,21.83,8.48
1615963170717.604,54.63,3.84,8.21
1615963284765.166,48.86,24.89,8.12
1615963403808.967,33.45,26.03,8.41
1615963524449.263,49.91,25.21,8.05
1615963643776.949,36.52,26.24,8.6
1615963764934.632,51.03,21.32,7.11
1615963883731.879,39.69,27.68,7.0
1615964004332.662,53.84,24.06,8.31
1615964124255.823,46.44,26.93,8.27
1615964244049.31,37.07,25.0,7.62
1615964363799.304,37.19,25.77,8.8
1615964483758.192,35.22,28.28,8.52
1615964605987.884,35.14,23.35,6.68
1615964723991.794,54.88,25.68,7.71
1615964844260.698,51.08,20.32,7.48
1615964964429.645,38.89,20.99,3.55
1615965086216.907,59.16,18.2,2.6
1615965204005.421,33.38,23.71,5.98
1615965324000.868,34.57,27.76,5.03
1615965445077.339,36.31,21.06,4.22
1615965564927.249,40.09,25.37,4.37
1615965684491.455,39.74,25.06,3.31
1615965803947.667,37.65,26.06,5.02
1615965924508.163,37.79,26.82,6.66
1615966043906.165,40.41,21.24,7.99
1615966164694.412,39.13,25.43,5.7
1615966283978.912,36.3,20.74,6.47
1615966403853.896,37.97,26.68,4.5
1615966524304.487,38.38,24.87,5.02
1615966654223.467,41.71,17.42,2.4
1615966773667.147,41.7,20.37,7.02
1615966883914.519,39.13,25.3,5.49
1615967008844.182,40.37,20.21,2.8
1615967123708.808,35.21,27.77,4.41
1615967244018.194,38.07,26.17,7.69
1615967369164.454,34.24,23.09,4.68
1615967483857.133,35.34,23.77,7.82
1615967605174.401,41.04,23.14,3.95
1615967724242.288,38.74,22.58,7.34
1615967843997.945,44.78,19.89,4.5
1615967965831.002,37.82,22.91,5.38
1615968083170.033,45.53,19.48,5.57
1615968203966.666,47.49,22.59,2.83
1615968323379.004,43.93,20.57,4.0
1615968446198.137,48.5,18.68,2.68
1615968573592.917,41.02,16.44,2.38
1615968683229.078,40.7,24.03,3.72
1615968803617.104,41.26,23.15,3.13
1615968923414.702,44.2,19.99,2.77
1615969048981.844,43.67,25.98,1.76
1615969163332.599,36.72,24.57,2.42
1615969284036.883,45.18,23.84,1.72
1615969406435.994,45.23,25.58,1.87
1615969524596.45,39.58,21.97,2.4
1615969645400.308,48.02,23.23,2.43
1615969774829.507,36.3,19.32,2.58
1615969884475.314,40.33,24.38,3.17
1615970005174.215,38.08,19.57,2.71
1615970123433.383,39.26,25.93,2.68
1615970245197.768,37.32,29.21,3.58
1615970363941.046,40.44,24.75,4.2
1615970484596.877,41.52,20.96,2.77
1615970604192.511,38.9,27.09,3.58
1615970725062.455,47.44,20.53,2.88
1615970845127.648,38.99,21.36,1.77
1615970969838.845,42.85,15.17,1.41
1615971083344.947,43.58,26.52,2.96
1615971208797.959,42.41,26.79,2.78
1615971325700.266,36.69,20.99,2.38
1615971444465.26,44.92,18.31,2.51
1615971564768.703,35.37,25.71,2.32
1615971686596.282,38.63,18.66,2.73
1615971809057.293,40.93,19.61,1.29
1615971924597.115,43.45,23.16,2.56
1615972047155.075,37.64,22.62,1.17
1615972163666.607,39.81,22.24,1.98
1615972284137.974,41.12,24.67,2.94
1615972403680.45,37.03,26.06,2.04
1615972525928.827,45.93,25.96,2.16
1615972650029.157,40.79,19.41,1.87
1615972764662.352,39.3,26.48,1.96
1615972883467.565,42.21,23.26,3.27
1615973007226.496,45.57,21.44,3.39
1615973126634.479,40.33,26.48,3.69
1615973245497.138,35.38,22.24,2.64
1615973363658.496,46.6,25.96,2.79
1615973483953.381,45.67,19.09,1.83
1615973604339.666,38.34,23.77,2.53
1615973724595.036,41.53,26.14,2.8
1615973846201.141,37.38,21.83,2.33
1615973965441.23,46.01,25.44,2.45
1615974084642.475,37.75,20.55,2.21
1615974207657.258,42.7,25.01,2.23
1615974324434.78,42.98,25.74,2.77
1615974445161.087,40.29,26.62,1.9
1615974564620.758,46.59,20.16,2.73
1615974685598.804,42.93,20.78,3.51
1615974804857.505,38.0,20.76,2.38
1615974924959.618,42.14,17.87,2.25
1615975046712.485,42.43,25.32,2.65
1615975163635.858,36.78,3.95,2.21
1615975285504.574,40.22,8.63,2.51
1615975405691.984,36.67,27.46,2.34
1615975524653.751,46.23,22.54,4.57
1615975644289.339,45.47,23.05,5.01
1615975764060.527,57.19,20.81,4.95
1615975888988.0,46.58,20.67,2.89
1615976004729.459,45.77,25.35,2.93
1615976123379.98,41.87,20.68,3.55
1615976244492.713,39.87,21.49,3.8
1615976364583.186,44.2,25.97,5.97
1615976483613.082,42.89,21.48,3.73
1615976605255.288,44.39,26.09,2.72
1615976724406.464,51.31,24.68,3.13
1615976843737.678,40.51,25.62,3.21
1615976963675.673,46.8,26.03,3.25
1615977096669.354,50.26,17.98,1.7
1615977205151.871,41.27,25.01,3.04
1615977323695.748,38.44,25.07,3.2
1615977449285.202,49.98,15.23,3.24
1615977565379.501,40.26,20.14,2.06
1615977683875.291,50.25,25.49,3.44
1615977804377.224,42.81,25.46,3.09
1615977923503.204,40.12,25.42,5.3
1615978050965.174,56.01,26.22,2.43
1615978164625.184,46.24,22.07,6.09
1615978289402.624,51.42,19.34,4.56
1615978409260.798,51.46,15.91,2.48
1615978524180.507,54.42,22.28,5.21
1615978660375.506,54.62,16.23,2.44
1615978765921.044,38.83,21.66,5.58
1615978884707.524,40.41,24.24,5.68
1615979005740.245,48.63,26.77,4.6
1615979135239.149,52.74,18.3,3.76
1615979243795.254,45.01,25.81,6.3
1615979363807.437,47.24,25.55,6.96
1615979489460.374,55.19,26.08,3.69
1615979604509.634,50.41,24.97,4.95
1615979728858.652,49.48,24.38,5.59
1615979843752.122,41.3,23.22,8.76
1615979966522.026,49.13,20.02,3.72
1615980083971.474,55.21,15.24,8.15
1615980204416.619,49.59,23.7,7.53
1615980323604.759,42.46,26.82,8.57
1615980447834.681,42.76,21.33,5.96
1615980563474.197,42.65,19.93,7.9
1615980694628.417,46.99,23.73,4.35
1615980805121.821,39.89,21.32,7.2
1615980933193.654,53.53,10.9,4.53
1615981050247.996,46.95,24.64,5.37
1615981163432.965,36.17,26.15,8.56
1615981284027.679,40.24,27.23,8.67
1615981410174.625,50.54,20.1,4.14
1615981523645.231,50.35,25.99,8.32
1615981643992.383,38.47,27.12,8.37
1615981765493.55,52.16,22.65,8.53
1615981883746.855,48.96,26.07,5.69
1615982003454.999,41.31,26.42,8.58
1615982123913.847,46.09,26.71,7.62
1615982243540.662,53.6,24.38,8.3
1615982364888.088,38.11,24.53,7.71
1615982483608.049,50.16,27.95,4.11
1615982603784.935,49.67,28.28,6.82
1615982723477.175,38.64,26.33,7.15
1615982844756.065,50.2,26.55,6.68
1615982965312.038,43.04,26.19,6.05
1615983083483.792,38.76,25.91,8.46
1615983210160.564,49.63,13.82,2.5
1615983323498.807,36.29,24.61,6.83
1615983460368.994,55.05,15.57,2.93
1615983565158.454,40.56,27.49,6.81
1615983685503.451,50.86,24.27,3.3
1615983803583.198,43.96,29.57,4.12
1615983924425.619,50.87,27.81,6.44
1615984044549.973,46.98,22.8,3.68
1615984163837.111,39.2,20.68,6.73
1615984284735.756,40.52,26.72,7.52
1615984406142.533,41.83,27.52,4.98
1615984523580.452,42.07,24.61,8.35
1615984645727.663,52.5,24.61,7.5
1615984764738.749,52.06,21.15,7.82
1615984884425.483,41.64,20.87,7.73
1615985007452.813,37.54,24.22,5.26
1615985131888.084,51.3,16.67,7.56
1615985250422.42,64.09,21.98,3.69
1615985363675.943,42.15,25.3,7.45
1615985483752.267,37.95,25.77,8.05
1615985604102.192,38.47,26.76,8.75
1615985723966.175,40.13,25.43,8.72
1615985848377.23,57.58,26.0,2.7
1615985972916.271,49.79,5.78,4.52
1615986084094.014,50.29,22.92,7.59
1615986203651.913,38.25,23.9,7.07
1615986327471.876,52.94,20.04,4.54
1615986448224.779,39.55,26.05,4.29
1615986564216.15,39.87,27.05,7.05
1615986686262.05,48.13,22.88,6.3
1615986804473.251,41.09,28.56,6.74
1615986930775.828,51.47,15.2,2.48
1615987044293.897,42.02,20.61,5.48
1615987166557.352,50.62,20.75,5.98
1615987285316.963,55.16,22.68,6.42
1615987404616.769,35.2,27.12,6.43
1615987525111.737,57.1,24.2,6.58
1615987645100.454,41.66,26.55,5.89
1615987765220.078,53.63,24.22,7.34
1615987883877.613,37.92,23.79,6.35
1615988003955.804,40.56,25.95,6.74
1615988123893.794,37.43,26.37,7.32
1615988245765.185,53.47,16.94,6.69
1615988372984.429,45.48,20.24,3.71
1615988485685.657,60.85,25.45,6.61
1615988604289.994,37.05,22.34,7.32
1615988724874.641,58.03,18.45,3.45
1615988846085.646,57.13,18.72,3.28
1615988963683.191,40.13,22.61,7.66
1615989085495.598,37.96,22.76,4.18
1615989204929.551,55.64,23.57,6.97
1615989324780.262,53.34,23.64,7.68
1615989448483.764,37.15,27.7,4.37
1615989564997.74,50.84,23.17,5.84
1615989684506.167,39.68,21.84,5.77
1615989803736.818,40.77,21.93,6.4
1615989925136.917,42.3,26.1,6.16
1615990045942.74,61.27,21.34,6.0
1615990165312.419,53.41,25.44,6.47
1615990285256.041,61.22,21.02,6.44
1615990405295.174,59.2,22.34,4.41
1615990526199.371,56.8,17.61,5.53
1615990644666.016,42.25,23.47,5.64
1615990763966.266,42.97,26.58,7.68
1615990889388.947,41.3,23.51,4.06
1615991005910.295,59.25,23.73,6.99
1615991124188.011,37.01,21.89,5.93
1615991245367.602,37.23,26.14,5.75
1615991365452.592,58.22,19.37,6.05
1615991484339.714,36.62,26.25,4.16
1615991605519.948,51.03,26.2,4.57
1615991725977.625,58.88,25.17,5.44
1615991845797.387,57.34,24.95,5.24
1615991964605.903,49.85,23.83,6.48
1615992083954.198,35.68,27.25,5.23
1615992204658.061,39.15,17.25,5.23
1615992324188.632,35.2,26.06,6.25
1615992446288.703,63.32,19.88,4.22
1615992565249.76,55.51,27.03,3.85
1615992684398.596,37.51,21.63,4.82
1615992806793.467,62.44,18.12,4.36
1615992925460.05,52.76,24.21,5.92
1615993046135.556,60.74,23.45,5.48
1615993164109.243,45.7,19.68,5.71
1615993288336.23,61.64,26.07,4.34
1615993404080.934,37.72,23.8,5.71
1615993529531.921,40.53,25.0,4.03
1615993646436.424,48.75,22.2,4.38
1615993772794.063,43.79,20.89,4.66
1615993884816.488,58.73,22.73,6.41
1615994004905.428,56.76,25.51,5.06
1615994125011.051,53.89,20.91,6.31
1615994246641.632,75.28,21.53,5.28
1615994365576.442,63.16,25.43,5.24
1615994484654.923,56.58,19.59,6.19
1615994605224.922,38.15,17.12,6.17
1615994724682.252,54.04,23.69,6.79
1615994848147.784,43.44,18.32,7.23
1615994964528.29,57.5,24.21,3.79
1615995086177.86,63.59,23.7,2.79
1615995205117.141,52.8,22.07,6.48
1615995323395.093,43.83,25.61,7.12
1615995444002.378,58.2,23.44,6.96
1615995564150.919,53.23,26.92,7.16
1615995683520.043,41.39,28.53,7.56
1615995805148.904,36.97,18.35,6.33
1615995924756.196,49.69,15.99,0.97
1615996043747.834,49.47,21.27,3.96
1615996164037.278,53.0,24.21,6.46
1615996283776.913,53.05,23.41,6.28
1615996404218.328,44.88,24.31,5.79
1615996524625.006,48.21,22.47,6.74
1615996644417.63,60.98,23.66,7.09
1615996764245.547,46.75,27.38,6.65
1615996883787.34,44.77,27.88,5.85
1615997004979.901,54.21,20.76,7.32
1615997126189.165,46.21,27.68,4.23
1615997245617.61,44.51,25.91,4.24
1615997364492.306,42.45,19.67,6.91
1615997483945.974,55.34,25.26,7.76
1615997603622.739,60.35,23.24,6.98
1615997723539.57,52.55,25.82,6.95
1615997843810.435,44.74,27.26,7.42
1615997965287.297,43.18,18.23,7.15
1615998083749.964,43.51,25.66,8.68
1615998204451.514,42.56,21.21,7.94
1615998324862.971,43.85,27.21,8.88
1615998445219.236,41.98,27.39,7.75
1615998564419.503,35.74,26.63,8.59
1615998683528.937,45.22,28.32,8.67
1615998803559.317,42.49,22.49,5.61
1615998924225.726,44.01,26.81,8.41
1615999043604.312,50.91,27.13,8.4
1615999163607.343,44.34,27.71,9.13
1615999284622.427,44.04,19.18,8.26
1615999403623.579,39.4,27.49,8.6
1615999523389.306,41.92,23.72,8.19
1615999643134.598,44.59,26.49,7.08
1615999764560.122,44.65,23.17,7.86
1615999883121.626,41.77,21.56,8.24
1616000003866.757,43.15,15.72,9.02
1616000123312.75,42.71,28.18,8.8
1616000243502.157,43.07,25.31,8.52
1616000364842.572,39.46,24.87,8.72
1616000484325.986,42.95,21.13,6.3
1616000604058.53,40.14,25.56,7.25
1616000723733.78,40.55,25.19,9.38
1616000843110.56,40.83,25.87,6.77
1616000963783.804,45.02,26.83,7.48
1616001083499.194,41.28,27.61,8.07
1616001205066.694,41.83,21.05,6.7
1616001323160.876,42.13,22.45,3.66
1616001443709.851,45.44,20.46,6.28
1616001563804.575,39.29,25.21,4.84
1616001688080.367,41.71,23.98,6.56
1616001803621.643,43.23,21.37,6.36
1616001924453.203,45.23,27.72,6.55
1616002044394.639,42.44,27.03,6.87
1616002163383.687,43.23,23.61,4.65
1616002285908.892,50.48,21.1,4.47
1616002403746.499,43.58,23.92,3.37
1616002524257.598,48.8,25.05,3.72
1616002644166.178,39.61,15.15,4.16
1616002767890.384,48.64,19.82,6.73
1616002883888.334,39.46,20.45,6.87
1616003004429.286,35.82,26.9,6.21
1616003123716.33,43.01,20.1,6.28
1616003245546.367,41.49,23.31,5.77
1616003363383.218,43.81,25.72,5.21
1616003484972.758,40.38,16.16,4.31
1616003605417.985,44.0,23.09,5.19
1616003724018.391,39.92,24.81,5.33
1616003843243.464,40.13,23.63,6.68
1616003964793.393,41.53,27.51,7.23
1616004084524.544,43.24,28.25,5.67
1616004203510.623,48.3,27.59,5.11
1616004325343.069,41.71,24.32,5.85
1616004444570.641,40.62,22.35,8.75
1616004565087.689,40.92,20.6,8.96
1616004685415.084,44.83,24.94,9.48
1616004804123.282,42.61,26.91,7.81
1616004923690.231,53.04,27.13,7.29
1616005043973.209,44.97,22.3,7.61
1616005165736.231,54.42,23.76,8.11
1616005283477.798,41.34,20.66,8.1
1616005403768.767,42.13,25.71,8.88
1616005523591.863,43.01,23.03,7.97
1616005645840.265,45.1,16.45,9.37
1616005763986.847,42.79,25.46,8.65
1616005884554.476,46.26,25.3,8.74
1616006003670.822,42.19,16.35,5.83
1616006123984.286,45.92,26.53,8.7
1616006245603.882,48.23,23.96,8.01
1616006364889.804,45.19,20.61,8.69
1616006484970.607,42.46,25.92,7.49
1616006607982.414,59.77,17.87,5.37
1616006723494.562,43.32,23.59,8.34
1616006843668.586,41.15,21.53,8.32
1616006964496.908,37.29,20.74,7.52
1616007083398.661,35.68,25.81,6.68
1616007203810.805,40.25,26.42,6.15
1616007323256.937,37.91,24.51,8.49
1616007444025.66,36.26,22.84,6.13
1616007567003.912,40.77,26.15,3.66
1616007684095.053,35.89,25.7,5.09
1616007808851.469,38.64,26.95,4.14
1616007926879.156,49.09,20.69,8.6
1616008045837.69,40.58,26.67,7.89
1616008164343.015,42.47,26.67,7.36
1616008283389.187,41.94,20.67,6.55
1616008403300.6,35.76,25.7,8.06
1616008524685.473,39.85,24.57,8.57
1616008649926.563,52.59,16.02,4.57
1616008774030.408,42.7,16.7,8.31
1616008884804.354,36.09,22.71,6.25
1616009003407.593,39.26,26.82,8.12
1616009123490.929,45.53,25.74,8.07
